Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Sooji Upma (Indian Semolina Breakfast Dish) Recipe,https://www.seriouseats.com/sooji-upma-indian-semolina-breakfast-recipe,"1 cup semolina flour,1 1/2 tablespoons ghee or vegetable oil,1 teaspoon whole black mustard seeds,1 teaspoon split black gram (Urad dal),1 small onion chopped (about 1/2 cup),2 small green chiles split lengthwise,10 curry leaves,1/4 cup diced boiled carrots,1/4 cup boiled green peas,1 teaspoon red chile powder,1 teaspoon sugar,Kosher salt,2 1/4 cups water",0,2,15 mins,590,23,98,12
Homemade Bagels Recipe,https://www.seriouseats.com/homemade-bagels-recipe,"6 ounces cold water (3/4 cup; 170g),3 1/2 ounces bread flour (about 3/4 cup, spooned; 100g),12 1/2 ounces bread flour (about 2 3/4 cups, spooned; 355g),1/2 ounce sugar (1 tablespoon; 15g),2 1/2 teaspoons (9g) Diamond Crystal kosher salt; for table salt, use half as much by volume or use the same weight,1 teaspoon (4g) instant dry yeast, such as SAF; not RapidRise or active dry (more info here),3 1/2 ounces water (1/2 cup minus 1 tablespoon; 100g),1 ounce barley malt syrup (4 teaspoons; 30g)",33,8,26 hrs,224,7,46,1
"Chinese Bean Curd Rolls Stuffed With Pork, Mushroom, and Ginger Recipe",https://www.seriouseats.com/chinese-bean-curd-rolls-pork-dim-sum-recipe,"1/2 pound ground pork,1/4 ounce dried wood ear mushrooms, soaked in warm water until tender, then drained and chopped,2 teaspoons sesame oil,1 1/2 teaspoons cornstarch,1 teaspoon minced garlic (about 1 medium clove),1 teaspoon soy sauce,1 teaspoon Shaoxing wine,1/2 teaspoon minced peeled fresh ginger,1/2 teaspoon kosher salt,1/2 teaspoon sugar,1 ounce dried shiitake mushroom, soaked in warm water until tender, then drained and thinly sliced,1 teaspoon soy sauce,1 teaspoon sugar,1 teaspoon cornstarch,3 teaspoons vegetable or peanut oil, divided,6 (11- by 7-inch) sheets dried bean-curd skin (see notes),3 1/2 ounces enoki mushrooms,1 small carrot, peeled and julienned,1 cup chicken stock or low-sodium broth, or 1 cup water plus 1 teaspoon chicken bouillon powder,1 teaspoon Shaoxing wine,1 teaspoon soy sauce,1 teaspoon oyster sauce,1/2 teaspoon minced garlic (about 1 small clove),1/2 teaspoon sugar,2 teaspoons cornstarch,1/4 cup water,1 teaspoon sesame oil,2 scallions, white and light green parts only, julienned, divided",0,6,60 mins,256,16,13,16
Diner-Style Ham and Cheese Omelette for Two Recipe,https://www.seriouseats.com/diner-style-ham-and-cheese-omelette-for-two-recipe-food-lab,"4 or 5 large eggs,Kosher salt and freshly ground black pepper,Small bunch chopped chives, tarragon, or parsley,2 tablespoons (25g) unsalted butter, divided,4 ounces (110g) ham steak, diced,2 to 3 ounces (80g) grated cheddar cheese",0,2,20 mins,462,33,2,35
Seriously Asian: Natto Recipe,https://www.seriouseats.com/seriously-asian-natto-fermented-soybeans-miso-soup-recipe,"2 tablespoons brown miso,2 tablespoons sweet white miso, such as Saikkyo,2 cups dashi,2 heaping spoonfuls of natto, or to taste,A handful of wakame seaweed,1/2 block of tofu, cubed (silken, medium, or firm, according to preference),Scallions to garnish",0,2,15 mins,223,22,15,10
Dinner and a Movie: A Breakfast Buffet for The Florida Project,https://www.seriouseats.com/dinner-and-a-movie-a-breakfast-buffet-for-the-florida-project,,0,0,0,0,0,0,0
How to Make a Traditional Japanese Breakfast,https://www.seriouseats.com/how-to-make-a-japanese-breakfast,,0,0,0,0,0,0,0
Light and Tender Cream Biscuits Recipe,https://www.seriouseats.com/light-tender-cream-biscuits-recipe,"2 cups (11 ounces) all-purpose flour, plus more for dusting,1 1/2 tablespoons (.6 ounce) baking powder,1 teaspoon (.2 ounce) kosher salt,1 tablespoon (.5 ounce) granulated sugar,1 1/2 cups heavy cream",0,12,30 mins,201,4,22,11
"Old-Fashioned, No-Knead English Muffins Recipe",https://www.seriouseats.com/no-knead-english-muffins-recipe,"10 ounces bread flour (2 cups; 285g),5 ounces whole wheat flour (1 cup; 140g) (see note),2 3/4 teaspoons (11g) Diamond Crystal kosher salt; for table salt, use the same weight or half as much by volume,1 1/4 teaspoons (4g) instant dry yeast (not rapid-rise),12 ounces cold milk (1 1/2 cups; 340g), any percentage will do (see note),3 1/2 ounces honey (1/4 cup; 100g),1 large egg white, cold,5 ounces fine cornmeal (1 cup; 145g), for dusting,Roughly 1 ounce bacon fat, unsalted butter, or oil (2 tablespoons; 30g), for griddling",26,12,17 hrs 25 mins,233,7,43,4
Creamy Whipped Greek Yogurt Recipe,https://www.seriouseats.com/whipped-greek-yogurt-recipe,"8 ounces plain Greek yogurt (about 1 cup; 225g), any percentage will do (see note),6 ounces heavy cream (about 3/4 cup; 170g),2 ounces golden syrup, sorghum syrup, honey, or maple syrup (about 3 tablespoons; 55g),1/4 teaspoon rosewater or vanilla extract, or seeds from 1 vanilla bean, split and scraped,Pinch of salt",4,16,5 mins,55,2,3,4
Champurrado (Mexican Hot Chocolate and Corn Drink) Recipe,https://www.seriouseats.com/champurrado-mexican-hot-chocolate-corn-drink-recipe,"1/2 cup masa harina para tortillas,3 cups water, plus more as needed (see notes),1 cup milk,3 1/2 ounces dark chocolate, broken into pieces,3 tablespoons dark brown sugar,1 cinnamon stick or 1/4 teaspoon ground cinnamon,Kosher salt",4,6,20 mins,237,4,40,7
Overnight Sous Vide Bacon Recipe,https://www.seriouseats.com/overnight-sous-vide-bacon-recipe,"1 pound (450g) thick-cut bacon, still in its package (see note)",13,4,8 hrs,527,38,2,39
French Omelette With Cheese Recipe,https://www.seriouseats.com/french-omelette-cheese-recipe,"3 large eggs,Kosher salt and freshly ground white or black pepper,1 tablespoon (15g) unsalted butter,1 ounce (30g) grated cheese, such as Gruyère, cheddar, or Swiss",0,1,5 mins,440,27,1,36
Jammy Fruit Bars Recipe,https://www.seriouseats.com/jammy-fruit-bars,"4 1/2 ounces old fashioned rolled oats, not quick cooking, instant, or thick cut (about 1 1/3 cups; 128g),4 1/2 ounces all-purpose flour (about 1 cup, spooned; 128g),6 ounces light brown sugar (about 3/4 cup, firmly packed; 170g),1 teaspoon baking powder,1 teaspoon (4g) Diamond Crystal kosher salt, plus more for sprinkling; for table salt, use about half as much by volume or the same weight, plus additional salt for sprinkling,1/4 teaspoon baking soda,1/4 teaspoon ground cinnamon,6 ounces cold, unsalted butter, cut into 1/2-inch cubes (about 3/4 cup; 170g),1 large egg, straight from the fridge (about 1 3/4 ounces; 50g),8 ounces jam (volume will vary; 225g) or 12 ounces ""juicy"" fruit, such as whole blueberries or raspberries, pitted cherries, sliced strawberries, or peeled and diced peaches (volume will vary; 340g),Lemon juice, to taste",22,9,90 mins,343,5,45,17
"19 Pancakes, Waffles, Muffins, and More Sweet Breakfast Recipes",https://www.seriouseats.com/sweet-breakfast-recipes,,0,0,0,0,0,0,0
"Asparagus, Mushroom, Leek, and Cheese Galette Recipe",https://www.seriouseats.com/savory-asparagus-mushroom-leek-and-cheese-galette,"1/2 batch Old-Fashioned Flaky Pie Dough,1/4 cup plus 1 tablespoon (75ml) extra-virgin olive oil, divided, plus more for drizzling,1 pound (450g) mixed mushrooms, such as cremini, stemmed and caps sliced 1/4 inch thick,Kosher salt,1 pound (450g) asparagus, woody ends trimmed, stalks cut on the bias 1/4 inch thick, tips reserved,1 teaspoon minced fresh thyme leaves,4 tablespoons (60g) unsalted butter,1 1/2 pounds leeks, white and light green parts only, halved lengthwise then cut crosswise into 1/4 inch thick half-moons,2 ounces (55g) grated Fontina cheese,1 large egg, beaten",6,8,2 hrs 30 mins,442,8,37,31
Soft-Scrambled Eggs Recipe,https://www.seriouseats.com/soft-scrambled-eggs-recipe,"3 large eggs, beaten,1/8 teaspoon kosher salt,2 tablespoons (30ml) milk (optional; see note),1/2 tablespoon (7g) unsalted butter,Freshly ground black or white pepper",0,1,10 mins,266,19,1,20
Homemade Yogurt Recipe,https://www.seriouseats.com/homemade-yogurt,"1/2 gallon (1.8 liters) milk (see notes),2 tablespoons (30ml) yogurt with active live cultures (see notes)",0,8,24 hrs,124,8,12,5
The Food Lab's Buttermilk Biscuits Recipe,https://www.seriouseats.com/the-food-lab-buttermilk-biscuits-recipe,"1/2 cup buttermilk,1/2 cup sour cream,10 ounces (2 cups) all-purpose flour, plus additional for dusting,1 tablespoon baking powder,1/4 teaspoon baking soda,1 1/2 teaspoons kosher salt,8 tablespoons (1 stick) cold unsalted butter, cut into 1/4-inch pats, plus 2 tablespoons melted unsalted butter for brushing",6,8,50 mins,295,5,30,18
Golfeados (Venezuelan Sticky Buns) Recipe,https://www.seriouseats.com/golfeados-venezuelan-sticky-buns-recipe,"3/4 cup warm milk (110°F to 115°F; 43°C to 46°C),2 (1/4-ounce packages) active dry yeast,1/4 cup sugar,2 tablespoons packed dark brown sugar,3 cups all-purpose flour, plus additional for dusting counter and rolling pin,1 teaspoon salt,2 large eggs, at room temperature, lightly beaten,1 tablespoon honey,1 teaspoon pure vanilla extract,4 tablespoons (2 ounces) unsalted butter, softened,1 tablespoon aniseed,Vegetable oil for greasing bowl,8 ounces Latin American firm white cheese, finely grated (See Notes),1/2 cup packed dark brown sugar,1 teaspoon ground cinnamon,1 teaspoon aniseed,4 tablespoons (2 ounces) unsalted butter, softened,1 1/2 cups packed dark brown sugar,1 cup water",0,12,3 hrs 40 mins,413,10,63,14
Broccoli and Cheese Galette Recipe,https://www.seriouseats.com/savory-broccoli-and-cheese-galette,"1/2 batch Old-Fashioned Flaky Pie Dough,5 tablespoons (75ml) extra-virgin olive oil, divided,1 pound (450g) broccoli, cut into small florets with stalk slivers attached,1 medium (8-ounce, 225g) yellow onion, thinly sliced,Kosher salt,1 1/2 tablespoons unsalted butter,1 1/2 tablespoons all-purpose flour,1 cup (235ml) whole milk,6 ounces (170g) grated Gruyère cheese, divided,1 large egg",0,8,2 hrs 30 mins,471,12,35,32
18 Breakfast Baking Recipes to Make Your Mornings Toasty,https://www.seriouseats.com/breakfast-baking-recipes-to-make-your-mornings-toasty,,0,0,0,0,0,0,0
Overnight Chocolate-Hazelnut Breakfast Buns Recipe,https://www.seriouseats.com/homemade-nutella-breakfast-buns-recipe,"16 ounces all-purpose flour, such as Gold Medal (about 3 1/2 cups, spooned; 450g), plus more for rolling,3 1/2 ounces sugar (about 1/2 cup; 100g),2 teaspoons instant yeast, such as SAF (not rapid-rise; see note),2 teaspoons (8g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,1/4 teaspoon baking soda,4 ounces unsalted butter (8 tablespoons; 115g),4 ounces milk (8 tablespoons; 115g), any percentage will do,8 ounces plain, unsweetened, strained Greek yogurt (about 1 cup; 225g), such as Fage (see note),12 ounces homemade Nutella (about 1 1/3 cups; 340g), creamy or crunchy (see note),4 ounces skinned toasted hazelnuts, roughly chopped (a shy cup; 115g), or more to taste,4 ounces mascarpone (about 1/2 cup; 115g),4 ounces heavy cream (about 1/2 cup; 115g),1 3/4 ounces plain or toasted sugar (about 1/4 cup; 50g),1/8 ounce vanilla extract (about 3/4 teaspoon; 4g), or more to taste,1/4 teaspoon (1g) Diamond Crystal kosher salt, or more to taste; for table salt, use about half as much by volume or the same weight",0,12,14 hrs,563,10,63,31
Hasselbacked Croque Monsieur Bagels Recipe,https://www.seriouseats.com/hasselbacked-croque-monsieur-bagel-recipe,"2 bagels,1 cup (235ml) whole milk,1 large egg,1 tablespoon (15ml) Dijon mustard,2 pinches freshly ground nutmeg, divided,Kosher salt and freshly ground black pepper,8 thin slices Swiss cheese,8 thin slices deli ham,1 tablespoon (15g) unsalted butter,1 recipe Mornay sauce",0,2,30 mins,1255,65,99,67
"The Soufflé Omelette: Light, Fluffy, and Fun to Eat",https://www.seriouseats.com/study-in-eggs-the-souffle-omelette-can-set-you-free,,0,0,0,0,0,0,0
Black Sesame Buttermilk Biscuits Recipe,https://www.seriouseats.com/black-sesame-buttermilk-biscuit-recipe,"18 ounces all-purpose flour, such as Gold Medal (about 4 cups, spooned; 510g), plus more for dusting,1 ounce sugar (about 2 tablespoons; 30g),3/4 ounce (21g) roasted Japanese- or Korean-style black sesame seeds (see note),2 tablespoons baking powder,1 teaspoon baking soda,1 tablespoon (12g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,6 ounces cold unsalted butter (about 12 tablespoons; 170g), cut into 1/2-inch cubes,13 1/2 ounces cultured low-fat buttermilk (shy 1 3/4 cups; 385g), straight from the fridge (see note),Sesame oil, for brushing",5,10,45 mins,365,7,45,18
Soufflé Omelette With Cheese Recipe,https://www.seriouseats.com/omelette-souffle-with-cheese,"3 large eggs, separated,Kosher salt and freshly ground black pepper,2 ounces (55g) grated Gruyère or cheddar cheese, divided,Minced fresh chives (optional),1 tablespoon (15g) unsalted butter",5,1,20 mins,550,36,1,44
Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe,https://www.seriouseats.com/yogurt-marinated-chicken-thighs-pickled-nectarines,"8 boneless skinless chicken thighs (1 3/4 pounds; 800g),1 1/2 cups (13 1/2 ounces; 380g) plain unsweetened yogurt (see note),6-7 scallions (3 1/2 ounces; 100g), root ends trimmed and discarded,1 packed cup mint leaves and stems (3/4 ounce; 20g),12 whole black peppercorns,4 medium garlic cloves (1/2 ounce; 15g), peeled,2 tablespoons (1 ounce; 30g) grated fresh ginger,1 small fresh green chile, such as Serrano or Thai chile,1 teaspoon ground turmeric,1 1/2 teaspoons Diamond Crystal kosher salt; if using table salt, use half as much by volume,Neutral cooking spray oil, such as canola,Lemon or lime wedges, for serving,2 teaspoons coriander seeds,1/4 cup (60ml) apple cider vinegar,2 tablespoons (30ml) honey,1 teaspoon Diamond Crystal kosher salt; if using table salt, use half as much by volume,1 teaspoon red chile flakes, such as Urfa or Aleppo,2 ripe but firm yellow nectarines (about 15 ounces; 420g),2 tablespoons picked thyme leaves and very tender stems",5,8,9 hrs,255,28,18,9
Causa (Peruvian Cold Mashed Potato Casserole With Tuna or Chicken) Recipe,https://www.seriouseats.com/causa-peruvian-cold-mashed-potato-casserole-with-tuna-or-chicken,"4 1/4 pounds (2kg) russet or Yukon gold potatoes (about 6 russets or 8 Yukon golds),Frozen aji amarillo peppers or a jar of aji amarillo paste (see note),2/3 cup (160ml) vegetable or corn oil,4 to 5 tablespoons (60 to 75ml) fresh lime juice from 2 limes,Kosher salt,Two 5-ounce (140g) cans tuna in olive oil, drained (or 10 ounces/280g shredded roast chicken meat),One-quarter of a 12-ounce white onion, finely minced (about 1/3 cup minced),1/2 cup homemade or store-bought mayonnaise (4 ounces/110g), plus more if desired,Diced poached shrimp, sliced avocado, pitted black olives, minced fresh herbs (such as chives), diced or thinly sliced seeded tomatoes, or other ingredients to garnish your causa",0,6,60 mins,765,23,77,42
Pasta chi Vruoccoli Arriminati (Sicilian Pasta With Cauliflower and Toasted Breadcrumbs) Recipe,https://www.seriouseats.com/pasta-chi-vruoccoli-arriminati-sicilian-pasta-with-cauliflower,"8 ounces (225g) bread, cut into 3/4- to 1-inch pieces (see note),1 tablespoon (15ml) extra-virgin olive oil,Kosher salt,Kosher salt,1 small head (1 1/2 to 1 3/4 pounds; 700 to 800g) cauliflower, preferably green Romanesco, cut into 1- to 2-inch florets,1/4 cup (60ml) extra-virgin olive oil,1 small (4-ounce; 115g) yellow onion, finely chopped,5 anchovy fillets (15g),2 tablespoons (30g) golden raisins,2 tablespoons (30g) pine nuts, lightly toasted,Pinch saffron threads,Pinch fennel pollen (optional),12 ounces (340g) short, tubular dried pasta such as sedani or rigatoni, or long pasta such as bucatini,1/2 cup (60 g) toasted breadcrumbs, divided",6,4,30 mins,727,20,98,29
Roman-Jewish Fried Artichokes (Carciofi alla Giudia) Recipe,https://www.seriouseats.com/roman-jewish-fried-artichokes-carciofi-alla-giudia-recipe,"3 lemons, divided,3 pounds artichokes (about 24 baby artichokes or 6 large artichokes),1 to 2 quarts of extra-virgin olive oil, canola oil, or vegetable oil, for frying,Kosher salt",0,6,45 mins,329,8,42,19
Charred Asparagus With Miso Béarnaise Sauce Recipe,https://www.seriouseats.com/charred-asparagus-with-miso-bearnaise-sauce,"1/2 cup (120ml) dry white wine,1/4 cup (60ml) white wine vinegar,1 large shallot (30g), sliced thin,3 sprigs tarragon, leaves finely minced, stems reserved separately,1/2 teaspoon (2g) whole black peppercorns,2 large egg yolks (36g),1 tablespoon (20g) white miso,12 tablespoons (168g) unsalted butter,Kosher salt and freshly ground black pepper,1 pound (450g) asparagus, woody ends trimmed,1 tablespoon (15ml) vegetable oil, divided",0,4,40 mins,413,5,7,40
"Papri Chaat (Indian Street Snack With Potato, Chickpeas, and Chutneys) Recipe",https://www.seriouseats.com/papri-chaat-indian-street-snack-recipe,"2 cups (260g) atta flour (Indian wheat flour) or whole wheat flour,1 teaspoon (4g) baking powder,1 1/2 teaspoons (7g) kosher salt,1 teaspoon (5g) nigella seeds,1 tablespoon (12g) vegetable oil,1 1/2 quarts (1.4L) oil for frying, such as canola, peanut, or vegetable,1 bunch (60g) cilantro,1 bunch (60g) mint,Juice from 1 lime (about 30ml),1 medium (20g) serrano pepper, sliced,4 medjool dates (40g), pitted,1/3 cup (85g) tamarind paste (not concentrate),1/2 teaspoon (2g) ginger powder,1/4 teaspoon (1g) Kashmiri red chili powder (see note),1/3 cup (100g) palm sugar or light brown sugar,1 cup (115g) chickpea flour,1/2 teaspoon (2g) Kashmiri red chili powder (see note),1/4 teaspoon (1g) freshly ground black pepper,1 cup (about 250g) boiled, peeled, and cubed russet potato,1 can (434g) chickpeas, drained (or equivalent freshly cooked from dried),Chaat Masala spice mixture, to taste,1 pint (450g) whole-milk yogurt,1 small onion, diced,Kosher salt",0,6,2 hrs,622,18,102,18
