Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Classic Artichokes à la Barigoule (French Braised Artichokes With White Wine) Recipe,https://www.seriouseats.com/classic-artichokes-a-la-barigoule-french-braised-artichokes-with-white-wine,"4 large or 12 small artichokes (2 pounds; 1kg),3 tablespoons (45ml) extra-virgin olive oil,1 medium (6-ounce; 170g) yellow onion, thinly sliced,1 large (5-ounce; 140g) carrot, peeled and cut crosswise into thin rounds,3 medium cloves garlic,Kosher salt,1 cup (235ml) dry white wine,3/4 cup (175ml) homemade chicken stock or low-sodium broth (or vegetable stock, if desired),3 sprigs flat-leaf parsley, 2 sprigs thyme, 1 bay leaf, tied together into a bundle with kitchen twine,1 tablespoon (15g) unsalted butter,Freshly ground black pepper,Large pinch minced flat-leaf parsley, for garnish",0,4,80 mins,729,36,45,43
Air-Fryer Brussels Sprouts With Preserved Lemon–Caesar Dressing,https://www.seriouseats.com/air-fryer-brussels-sprouts-with-preserved-lemon-caesar-dressing-5213458,,0,6,45 mins,0,0,0,0
"Baccalà alla Napoletana (Neapolitan-Style Braised Salt Cod With Tomatoes, Olives, and Capers)",https://www.seriouseats.com/baccala-alla-napoletana-neapolitan-style-braised-salt-cod-5212995,,0,6,96 hrs 40 mins,0,0,0,0
"Pasta With Swordfish, Tomato, and Eggplant (Rigatoni Con Pesce Spada) Recipe",https://www.seriouseats.com/rigatoni-pesce-spada-sicilian-swordfish-eggplant-tomato-recipe,"Kosher salt,1/4 cup (60ml) extra-virgin olive oil, plus more as needed,1/2 pound (225g) eggplant (about two-thirds of a large eggplant), cut into 1/2-inch dice (see note),1 medium clove garlic, gently crushed under the flat side of a knife,3/4 pound (340g) swordfish, skin removed, flesh cut into 1/2-inch pieces,1/2 pound (225g) rigatoni or spaghetti,8 ounces (225g) ripe cherry or other small tomatoes, cut into 1/2-inch pieces,1/4 cup (60ml) dry white wine,1 teaspoon minced fresh mint and/or oregano leaves",0,3,30 mins,482,26,33,26
Roman-Inspired Mixed-Green Salad (Misticanza alla Romana) Recipe,https://www.seriouseats.com/roman-mixed-green-salad-misticanza-recipe,"About 8 cups wild and/or cultivated leafy greens and tender fresh herbs, such as lettuces, chicory, endive, radicchio, dandelion, purslane, frisée, kale, fennel fronds, parsley, tarragon, chervil, basil, mint, and more, preferably grown locally and at peak season and freshness (see note),Extra-virgin olive oil,Fresh lemon juice,Kosher or sea salt",0,4,15 mins,197,1,4,21
Roasted Stuffed Artichokes with Mint Oil from 'The New Persian Kitchen',https://www.seriouseats.com/roasted-stuffed-artichokes-with-mint-oil-from,,0,2,2 hrs,0,0,0,0
Aloo Samosa (Samosa Stuffed With Spiced Potato and Peas),https://www.seriouseats.com/aloo-samosas-5205059,,0,0,2 hrs 20 mins,0,0,0,0
Taboon,https://www.seriouseats.com/taboon-recipe-5219608,,0,0,3 hrs 30 mins,0,0,0,0
The Best Apple Cider Doughnuts Recipe,https://www.seriouseats.com/the-best-apple-cider-donuts,"13 1/2 ounces bleached all-purpose flour, such as Gold Medal, plus more for kneading (about 3 cups, spooned; 385g),1/2 ounce sugar (about 1 tablespoon; 15g),1 1/4 teaspoons (5g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,1 1/2 teaspoons (5g) instant dry yeast, such as SAF; not RapidRise or active dry,1/4 teaspoon freshly grated nutmeg,1/4 teaspoon ground cinnamon,1/4 teaspoon baking soda,1/8 teaspoon ground cloves,9 ounces apple cider; do not use a reduction (about 1 cup, plus 2 tablespoons; 255g),1/4 ounce rose water (about 1 1/2 teaspoons; 7g) (optional),1/8 teaspoon almond extract (optional),2 ounces hazelnut oil, or brown butter (just over 1/4 cup; 55g),Refined coconut oil, such as Nutiva, for frying (see notes),1 recipe Apple-Cinnamon Sugar (about 1 1/4 cups; 8 ounces; 225g), or cinnamon sugar to taste",4,15,4 hrs,237,3,37,9
Gulab Jamun Recipe,https://www.seriouseats.com/gulab-jamun,"2 cups (480ml) water,14 ounces (2 cups; 400g) sugar,1 tablespoon (15ml) lemon juice,1 pinch (15 strands) saffron,4 green cardamom pods, crushed,2 whole cloves,1 teaspoon (5ml) rose water,1.4 ounces (1/4 cup; 40g) fine semolina flour (see note),1/4 cup (60ml) milk,5.3 ounces (2 cups; 150g) non-fat dried milk powder (see note,1 teaspoon baking powder,1/2 teaspoon ground green cardamom,1/8 teaspoon Diamond Crystal kosher salt; if using table salt, use half as much by volume,6 tablespoons (90ml) heavy cream, divided plus more as needed,3 cups (720ml) grapeseed oil, for frying (see note),3 tablespoons (25g) chopped pistachios or cashews, for garnish (optional)",0,6,5 hrs 20 mins,529,10,85,18
Light and Fluffy Buttermilk Pancakes Recipe,https://www.seriouseats.com/light-and-fluffy-pancakes-recipe,"10 ounces (about 2 cups) all purpose flour,1 teaspoon baking powder,1/2 teaspoon baking soda,1 teaspoon kosher salt,1 tablespoon sugar,2 large eggs, separated,1 1/2 cups (about 12 ounces) buttermilk,1 cup (about 8 ounces) sour cream (see note),4 tablespoons unsalted butter, melted, plus more for serving,Warm maple syrup",39,6,35 mins,407,10,52,18
Potato Doughnuts,https://www.seriouseats.com/potato-doughnuts-recipe-5220154,,0,0,90 mins,0,0,0,0
Simple Crusty White Bread Recipe,https://www.seriouseats.com/simple-crusty-white-bread-recipe,"1000g all-purpose flour, plus more for dusting,700g room-temperature water, divided if using active dry yeast,22g salt,4g instant yeast, 5g active dry yeast, or 10g fresh yeast (see note),1 teaspoon vegetable, canola, or other neutral oil, for greasing",24,24,6 hrs 35 mins,154,4,32,1
Pommes Dauphine,https://www.seriouseats.com/pommes-dauphine-recipe-5217321,,0,6,40 mins,0,0,0,0
Potato and Cheese Pierogi,https://www.seriouseats.com/pierogi-recipe-5220146,,0,6,2 hrs,0,0,0,0
Lamb Kheema Samosa (Samosa Stuffed With Spiced Ground Lamb),https://www.seriouseats.com/kheema-samosa-5205060,,0,0,2 hrs 10 mins,0,0,0,0
Kaju Katli Recipe,https://www.seriouseats.com/kaju-katli-recipe,"2 cups (250g) whole raw cashew nuts,2 tablespoons (15g) whole-milk powder,1/2 teaspoon cardamom powder,10 tablespoons plus 1 1/2 teaspoons (125g)granulated sugar,1/4 cup (60ml) water,Rounded 1/2 teaspoon ghee,Edible silver leaf or vark, optional",0,30,60 mins,66,2,7,4
Daan Tat (Hong Kong-Style Egg Tart),https://www.seriouseats.com/daan-tat-hong-kong-style-egg-tart-5208534,,0,0,7 hrs 35 mins,0,0,0,0
Quick and Easy Homemade Ricotta Gnocchi Recipe,https://www.seriouseats.com/ricotta-gnocchi-homemade-food-lab-recipe,"12 ounces best quality ricotta cheese (about 1 1/2 cups, see note),1 ounce finely grated Parmesan cheese (about 1/2 cup), plus more for serving,4 to 6 ounces all-purpose flour (about 1 cup),1 whole large egg,1 large egg yolk,Kosher salt and freshly ground black pepper,Semolina flour, for dusting,2 cups your favorite marinara sauce, such as Slow-Cooked Red Sauce,Extra-virgin olive oil,Minced fresh herbs such as basil, parsley, or chives",45,4,45 mins,467,19,47,22
Paratha (Flaky South Asian Flatbread) Recipe,https://www.seriouseats.com/paratha-flaky-south-asian-flatbread,"3 1/2 cups (15 ounces; 420g) all-purpose flour, plus more for rolling (see note),1 tablespoon (12g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same by weight,2 tablespoons (1 ounce; 30g) vegetable oil, or other neutral oil,16 tablespoons (8 ounces; 112g) softened ghee, divided (see note)",8,8,4 hrs 15 mins,344,5,40,18
"How to Make Cemita Rolls, The Ultimate Sandwich Bun",https://www.seriouseats.com/fresh-cemita-rolls-mexican-sandwich-burger-bun-bread-food-lab-recipe,,0,0,0,0,0,0,0
Pastillas de Leche (Filipino Milk Candies) Recipe,https://www.seriouseats.com/pastillas-de-leche-5180201,"2 cups (470ml) milk, any fat percentage,3 fluid ounces (90ml) heavy cream,2 ounces (1/4 cup; 55g) granulated sugar, plus extra for coating the pastillas,1/8 teaspoon Diamond Crystal kosher salt; for table salt, use half as much by volume,2 ounces (1/4 cup; 55g) powdered whole milk",0,4,3 hrs 20 mins,259,8,25,14
Ultra-Crispy Slow-Roasted Pork Shoulder Recipe,https://www.seriouseats.com/ultra-crispy-slow-roasted-pork-shoulder-recipe,"1 whole bone-in, skin-on pork shoulder, 8 to 12 pounds total,Kosher salt and freshly ground black pepper",42,12,9 hrs 5 mins,720,80,0,42
Cochinita Pibil (Yucatán-Style Barbecued Pork) Recipe,https://www.seriouseats.com/cochinita-pibil-yucatan-barbecue-mexican-smoked-pork-recipe,"1 whole head garlic, separated into individual unpeeled cloves,2 tablespoons (30ml) lard or vegetable oil,1/4 cup achiote (annatto) seeds (1 1/2 ounces; 40g),2 tablespoons (about 6g) Mexican oregano,3 whole cloves,1 (3-inch) Ceylon cinnamon stick, or a 1 1/2-inch piece of cassia cinnamon (see note),2 tablespoons (about 8g) whole black peppercorns,1 tablespoon (about 4g) whole cumin seed,1 tablespoon (about 4g) whole allspice berries,3/4 cup (175ml) bitter (Seville) orange juice, or 1/4 cup (60ml) each lime, orange, and grapefruit juice,1/4 cup (60ml) white vinegar,1 tablespoon (15ml) soy sauce,Kosher salt,4 pounds (1.8kg) boneless pork shoulder or 6 pounds (2.7kg) bone-in pork shoulder, cut into 2-inch-thick slabs,6 to 8 banana leaves (see note),2 Roma tomatoes, sliced,1 red or green bell pepper, sliced,1 white onion, sliced,12 bay leaves,Warm corn tortillas,Yucatán-style pickled onions and salsa",4,12,6 hrs 5 mins,571,39,23,36
Dwaeji Bulgogi (Korean-Style Spicy Grilled Pork) Recipe,https://www.seriouseats.com/daeji-bulgogi-korean-style-spicy-grilled-pork,"1 medium onion (about 7 ounces; 200g), cut into 1-inch pieces,1 Asian pear (about 6 ounces; 170g), peeled and cut into 1-inch pieces (see note),3 scallions (60g), white and green parts divided, white parts cut into 1/4-inch pieces, green parts thinly sliced,5 garlic cloves (25g),1-inch piece (1/2 ounce; 14g) fresh ginger, peeled and cut into 1/4-inch pieces,1 cup (240ml; 240g) gochujang (Korean chile paste),1/4 cup (25g) fine ground gochugaru (Korean chile powder),2 tablespoons (30ml) soy sauce,2 tablespoons (30ml) Korean rice syrup (see note),2 tablespoons (30ml) mirin,1 tablespoon (15ml) toasted sesame oil,1 tablespoon (6g) freshly ground black pepper,3 pounds (1.3kg) pork shoulder or belly, cut into 1/4-inch-thick pieces (see note),2 tablespoons (12g) toasted white sesame seeds,Ssamjang (Korean barbecue dipping sauce),Lettuce and perilla leaves, steamed rice, thinly sliced garlic, chiles, and scallions, and assorted banchan",0,4,90 mins,803,42,75,38
27 Show-Stopping Roasts for Your Holiday Table,https://www.seriouseats.com/holiday-roasts,,0,0,0,0,0,0,0
Sous Vide Carnitas for Tacos (Crispy Mexican-Style Pulled Pork) Recipe,https://www.seriouseats.com/sous-vide-carnitas-crispy-mexican-style-pulled-pork-recipe,"4 pounds (1.8kg) boneless pork shoulder, cut into 2-inch-thick slabs,1 medium onion, roughly chopped,6 medium cloves garlic,1 stick cinnamon, broken into 3 to 4 pieces,2 bay leaves,1 medium orange, peel intact,Kosher salt,Warm corn tortillas,Lime wedges,Chopped white onion and fresh cilantro leaves,Charred Salsa Verde or other salsa",19,12,8 hrs 20 mins,226,12,26,9
The Ultimate Beef Wellington Recipe,https://www.seriouseats.com/the-ultimate-beef-wellington-recipe,"1 center-cut beef tenderloin, trimmed of silverskin and fat, about 2 pounds (see note),Kosher salt and freshly ground black pepper,2 tablespoons plus 1/2 teaspoon vegetable or canola oil, divided,2 tablespoons prepared horseradish,1 tablespoon Dijon, spicy brown, or hot English mustard,1 pound mushrooms (button, cremini, shiitake, portabello, or a mix) cleaned, trimmed, and roughly chopped,4 tablespoons unsalted butter,2 medium shallots, finely diced (about 1/2 cup),2 teaspoons finely minced fresh thyme leaves,1/2 cup Cognac or other brandy or barrel-aged spirit, such as bourbon,1/2 cup heavy cream,2 teaspoons soy sauce,4 ounces fresh foie gras (about two 1/2-inch slabs, see note),1 sheet phyllo dough,1/4 pound prosciutto, sliced paper thin,Flour, for dusting,14 ounces frozen or homemade puff pastry, thawed (see note),1 egg, beaten,Coarse sea salt, such as Maldon or fleur de sel,1 bunch finely minced chives",16,8,3 hrs 40 mins,1029,34,48,75
Roast a Pork Shoulder and Feast For Days,https://www.seriouseats.com/how-to-use-up-leftover-roast-pork-shoulder,,0,0,0,0,0,0,0
32 Chocolate Dessert Recipes for a Sweet Valentine’s Day,https://www.seriouseats.com/chocolate-valentines-day-desserts,,0,0,0,0,0,0,0
23 Big Family Dinner Recipes to Feed a Crowd,https://www.seriouseats.com/family-size-dinner-recipes-to-feed-your-whole-squad,,0,0,0,0,0,0,0
Perfect Pan-Seared Pork Chops Recipe,https://www.seriouseats.com/perfect-pan-seared-pork-chop-recipe,"2 bone-in pork rib chops, preferably blade-end, 1 1/2 inches thick (12 to 16 ounces each),1 1/2 teaspoons (6g) sugar,Kosher salt,Freshly ground black pepper,2 tablespoons vegetable oil,2 tablespoons butter,1 medium shallot, thinly sliced,8 sprigs fresh thyme",16,2,8 hrs 45 mins,1136,91,11,79
23 Tasty Taco Recipes to Celebrate Cinco de Mayo,https://www.seriouseats.com/taco-recipes,,0,0,0,0,0,0,0
How to Make Chicken Paitan Ramen,https://www.seriouseats.com/how-to-make-chicken-paitan-ramen,,0,0,0,0,0,0,0
15 Weekend Baking Projects That Are Worth the Wait,https://www.seriouseats.com/weekend-baking-projects-that-are-worth-the-wait,,0,0,0,0,0,0,0
21 Ramen Recipes to Build a Perfect Bowl at Home,https://www.seriouseats.com/ramen-recipes,,0,0,0,0,0,0,0
Coconut Oil Is Key to These 18 Dessert Recipes,https://www.seriouseats.com/baking-with-coconut-oil,,0,0,0,0,0,0,0
Sous Vide Barbecue Pulled Pork Shoulder Recipe,https://www.seriouseats.com/sous-vide-barbecue-pulled-pork-shoulder-recipe,"1/4 cup (50g) paprika,1/4 cup (50g) dark brown sugar,3 tablespoons (35g) kosher salt,1/2 teaspoon (2g) Prague Powder #1 (optional; see note),1 tablespoon (12g) whole yellow mustard seed,1 teaspoon (4g) freshly ground black pepper,2 tablespoons (20g) granulated garlic powder,1 tablespoon (8g) dried oregano,1 tablespoon (12g) whole coriander seed,1 teaspoon (4g) red pepper flakes,1 whole boneless or bone-in pork butt (shoulder), 5 to 7 pounds total (2.25 to 3.25kg),1/2 teaspoon (3ml) liquid smoke, such as Wright's Liquid Smoke (optional; see note),Kosher salt",23,12,20 hrs 20 mins,574,45,5,41
Homemade Tater Tots Recipe,https://www.seriouseats.com/homemade-tater-tots,"2 pounds russet potatoes, peeled and cut into rough 1-inch chunks,2 quarts peanut, vegetable, or canola oil,2 teaspoons kosher salt,1 tablespoon cornstarch or potato starch,1/2 teaspoon sugar,Freshly ground black pepper",0,4,45 mins,393,6,52,18
"20 Crispy, Salty, Just-Greasy-Enough Fried Foods We Love",https://www.seriouseats.com/fried-food-recipes,,0,0,0,0,0,0,0
Where to Find the Best Ice Cream in Chicago,https://www.seriouseats.com/best-ice-cream-in-chicago,,0,0,0,0,0,0,0
34 Super Bowl Snacks to Kick the Game Off Right,https://www.seriouseats.com/super-bowl-snacks,,0,0,0,0,0,0,0
Starch Madness Is Back And It's No Small Potatoes,https://www.seriouseats.com/starch-madness-2022-5218104,,0,0,0,0,0,0,0
The Best Vegan Nacho Cheese Sauce Recipe,https://www.seriouseats.com/gooey-vegan-nacho-cheese-sauce-recipe-food-lab,"6 tablespoons vegetable shortening or palm oil,1 small onion, thinly sliced,2 medium cloves garlic, thinly sliced,1/2 jalapeño pepper, seeds and ribs removed, thinly sliced,1/2 teaspoon ground cumin,1 teaspoon ground paprika,1/2 teaspoon granulated garlic powder,1 chipotle pepper packed in adobo sauce, finely chopped, plus 1 teaspoon adobo sauce,4 ounces russet potato (about 1/2 medium), peeled and thinly sliced,4 ounces roasted cashews (about 1 cup),1/2 cup water,1/2 cup almond milk,1 teaspoon hot sauce (such as Frank's),2 teaspoons pickling liquid from a can of pickled jalapeño peppers (plus peppers, to taste),Kosher salt to taste",17,8,25 mins,196,3,10,17
The Ultimate Poutine Recipe,https://www.seriouseats.com/ultimate-perfect-poutine-fries-cheese-curds-gravy-recipe,"1/4 cup unsalted butter,1/4 cup all-purpose flour,1 tablespoon rice vinegar,Kosher salt,3 cups Pressure Cooker Beef Stock (see notes),4 large russet potatoes (about 2 pounds), cut into 1/4-inch sticks on a mandoline,2 quarts peanut oil,12 ounces freshly made white cheddar cheese curds (preferably not more than 24 hours old), either store-bought or homemade, at room temperature and broken into bite-size pieces",0,6,5 hrs,595,21,40,39
Poutine Poppers (Cheese-Stuffed Potato Bites With Brown Gravy) Recipe,https://www.seriouseats.com/poutine-poppers-potato-cheese-gravy-recipe,"6 medium russet potatoes, washed and scrubbed,Canola, vegetable, or peanut oil, for brushing and deep frying,1/4 cup plus 2 tablespoons all-purpose flour, divided,2 teaspoons kosher salt,1 teaspoon freshly ground black pepper,8 ounces cheese curds (see notes),1 1/2 cups water,2 beef bouillon cubes (or 2 teaspoons beef bouillon granules; see notes),2 tablespoons unsalted butter,1/4 teaspoon garlic powder,1/4 teaspoon onion powder",0,6,105 mins,526,14,45,33
Our Not-So-Secret Unpopular Food Opinions,https://www.seriouseats.com/our-unpopular-food-opinions,,0,0,0,0,0,0,0
